HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10	ICD10_UKBB
HPO_ICD:960	HP:0007410	Palmoplantar hyperhidrosis	Hyperhidrosis of palms and soles; Excessive sweating of palms and soles	L74512;L74513	
HPO_ICD:961	HP:0007417	Discoid lupus rash	Discoid lupus erythematosus	L930	L930
HPO_ICD:962	HP:0007453;HP:0100725	Lichenification; Flexural lichenification		L280	L280
HPO_ICD:963	HP:0007462	Bitot spots of the conjunctiva	Bitot's spots	H11139	
HPO_ICD:964	HP:0007502	Follicular hyperkeratosis	Hyperkeratosis follicularis	E508	E508
HPO_ICD:965	HP:0007570	Hyperkeratosis lenticularis perstans	Flegel disease	L878	L878
HPO_ICD:966	HP:0200151;HP:0030503;HP:0007583	Cutaneous mastocytosis; Macular telangiectasia; Telangiectasia macularis eruptiva perstans	Parafoveal telangiectasia; Juxtafoveal telangiectasia	H35079;D4701	D470
HPO_ICD:967	HP:0007642	Congenital stationary night blindness	Night blindness, stationary; Static congenital hemeralopia; Congenital night blindness; Night blindness, congenital; Night blindness, congenital stationary; Night blindness, congenital stationary, complete; Night blindness since birth	H5363	H536
HPO_ICD:968	HP:0007677	Vitelliform-like macular lesions	Vitelliform macular lesions; Vitelliform macular dystrophy	H3554	H355
HPO_ICD:969	HP:0007686	Abnormal pupillary function		H579;H5700	H579;H570
HPO_ICD:970	HP:0007755;HP:0007690	Juvenile epithelial corneal dystrophy; Map-dot-fingerprint corneal dystrophy		H1852	H185
HPO_ICD:971	HP:0007705;HP:0200066	Corneal degeneration; Ribbonlike corneal degeneration		H1840	H184
HPO_ICD:972	HP:0007707	Congenital aphakia	Lens agenesis	Q123	Q123
HPO_ICD:973	HP:0007730;HP:0001088;HP:0007765;HP:0100693	Brushfield spots; Iris hypopigmentation; Iridodonesis; Deep anterior chamber	Speckled iris; Light eye color; Reduced iris pigmentation; Iris brushfield spots	H21239;H21232;H2189;H21231;H21233	H218
HPO_ICD:974	HP:0007760;HP:0007915	Crystalline corneal dystrophy; Polymorphous posterior corneal dystrophy		H1859	H185
HPO_ICD:975	HP:0007763	Retinal telangiectasia		H35071;H35079;H35073;H35072	
HPO_ICD:976	HP:0007769	Peripheral retinal degeneration		H3540	H354
HPO_ICD:977	HP:0007777	Chorioretinal scar		H31002;H31009;H31003;H31001	
HPO_ICD:978	HP:0007787	Posterior subcapsular cataract	Posterior subcapsular opacities of the lens; Posterior subcapsular cataracts	H2589	H258
HPO_ICD:979	HP:0007802	Granular corneal dystrophy		H1853	H185
HPO_ICD:980	HP:0007803;HP:0011516;HP:0007939	Monochromacy; Blue cone monochromacy; Achromatopsia	Complete achromatopsia; S-cone monochromacy; Rod monochromatism; Rod monochromacy; Incomplete achromatopsia; Blue cone monochromatism; Total colorblindness	H5351	H535
HPO_ICD:981	HP:0007824	Total ophthalmoplegia	Complete ophthalmoplegia; Global paralysis of gaze; Total internal and external ophthalmoplegia	H4930;H4931;H4932;H4933	H493
HPO_ICD:982	HP:0007850;HP:0030666;HP:0030667	Retinal neovascularization; Retinal vascular proliferation; Peripheral retinal neovascularization	Retinal neovascularisation	H35052;H35053;H35051;H35059	
HPO_ICD:983	HP:0007872;HP:0011513;HP:0030508;HP:0009711	Choroidal hemangioma; Retinal cavernous angioma; Retinal cavernous hemangioma; Retinal capillary hemangioma	Retinal hemangioblastoma; Retinal cavernous haemangioma	D1809	D180
HPO_ICD:984	HP:0007879	Allergic conjunctivitis		H1010	H101
HPO_ICD:985	HP:0007898	Exudative retinopathy		H35022;H35029;H35023;H35021	
HPO_ICD:986	HP:0007902	Vitreous hemorrhage	Vitreous haemorrhage	H4313;H4310;H4312;H4311	H431
HPO_ICD:987	HP:0007906	Ocular hypertension	Increased intraocular pressure; High eye pressure; Raised intraocular pressure; Raised IOP; Increased IOP; Elevated intraocular pressure; Elevated IOP	H40053;H40051;H40059;H40052	
HPO_ICD:988	HP:0007932;HP:0011499	Bilateral congenital mydriasis; Mydriasis	Dilated pupil	H5704	H570
HPO_ICD:989	HP:0007942	Internal ophthalmoplegia		H52519	
HPO_ICD:990	HP:0007759;HP:0007957;HP:0100689;HP:0000559	Corneal opacity; Corneal scarring; Opacification of the corneal stroma; Decreased corneal thickness	Scarring or clouding of the cornea of the eye; Reduction of corneal clarity; Thin cornea; Corneal opacities; Corneal clouding; Corneal stromal opacity; Cloudy corneas; Cloudy cornea	H18899;H1789;H179	H178;H179
HPO_ICD:991	HP:0007970	Congenital ptosis	Congenital drooping upper eyelid	Q100	Q100
HPO_ICD:992	HP:0007992	Lattice retinal degeneration		H35412;H35419;H35411;H35413	
HPO_ICD:993	HP:0008011	Peripheral opacification of the cornea	Peripheral corneal opacity	H17829;H17821;H17823;H17822	
HPO_ICD:994	HP:0008028	Cystoid macular degeneration	Cystic macular degeneration	H35359;H35353;H35352;H35351	
HPO_ICD:995	HP:0008037	Absent anterior chamber of the eye		H44412;H44411;H44413;H44419	
HPO_ICD:996	HP:0010622;HP:0008069;HP:0012780;HP:0100007;HP:0100742;HP:0012842	Neoplasm of the skeletal system; Vascular neoplasm; Skin appendage neoplasm; Neoplasm of the ear; Neoplasm of the skin; Neoplasm of the peripheral nervous system	Bone neoplasm; Skin cancer (non-melanoma); Skin adnexal tumor; Tumor of the peripheral nervous system; Neoplasia of the skeletal system; Tumor of the skin; Skin cancer; Skeletal tumor; Ear tumor; Skin tumors; Blood vessel tumor; Skin adnexal neoplasm; Dermatological tumors; Neoplasia of the skin	C4490;D492	C449
HPO_ICD:997	HP:0008080	Hallux varus	Medially deviated halluces	M2030	M203
HPO_ICD:998	HP:0008081	Pes valgus	Valgus foot deformity	M21079	M2107
HPO_ICD:999	HP:0008124	Talipes calcaneovarus		Q661	Q661
HPO_ICD:1000	HP:0008208;HP:0008200	Primary hyperparathyroidism; Parathyroid hyperplasia	Enlarged parathyroid glands	E210	E210
HPO_ICD:1001	HP:0000846;HP:0008207;HP:0004319	Primary adrenal insufficiency; Decreased circulating aldosterone level; Adrenal insufficiency	Primary adrenocortical failure; Decreased aldosterone production; Decreased aldosterone; Adrenocortical insufficiency; Addison disease; Hypoadrenalism; Low blood aldosterone level; Hypoaldosteronism; Mineralocorticoid insufficiency; Addison's disease; Decreased serum aldosterone	E271;E2740	E274;E271
HPO_ICD:1002	HP:0000134;HP:0008209	Female hypogonadism; Premature ovarian insufficiency	Primary ovarian insufficiency; Hypogonadism, female; Hypergonadotropic amenorrhea; Premature ovarian failure; Premature menopause; Menopause praecox; Early menopause; Climacterium praecox	E28319;E2839;E28310	E283
HPO_ICD:1003	HP:0008222	Female infertility	Female infertility	N979	N979
HPO_ICD:1004	HP:0008227;HP:0002930	Pituitary resistance to thyroid hormone; Thyroid hormone receptor defect	Resistance to thyroid hormone; End-organ unresponsiveness to thyroid hormone; Thyroid hormone resistance	E0789;E0580	E058;E078
HPO_ICD:1005	HP:0008237;HP:0008245	Pituitary hypothyroidism; Hypothalamic hypothyroidism	Low thyroid gland function due to abnormal pituitary gland; Tertiary hypothyroidism; Thyroid stimulating hormone deficiency; TSH deficient hypothyroidism; Secondary hypothyroidism; Thyrotropin deficiency	E038	E038
HPO_ICD:1006	HP:0008255	Transient neonatal diabetes mellitus		P702	P702
HPO_ICD:1007	HP:0008256	Adrenocortical adenoma	Adrenocortical adenomas	D3500	D350
HPO_ICD:1008	HP:0008326	Reduced circulating vitamin B6 level	Reduced vitamin b6 levels; Vitamin B6 deficiency	E531	E531
HPO_ICD:1009	HP:0008366	Contractures involving the joints of the feet	Contractures of the foot joints	M24576	M2457
HPO_ICD:1010	HP:0008441;HP:0008419	Intervertebral disc degeneration; Herniation of intervertebral nuclei	Degenerative intervertebral disk; Herniated disk; Herniated intervertebral nuclei; Degenerative disc disease; Degeneration of intervertebral disks	M519	M519
HPO_ICD:1011	HP:0008478;HP:0010891	Scheuermann-like vertebral changes; Morbus Scheuermann	Sherman's Disease; Juvenile Osteochondrosis of the spine; Scheuermann disease; Calve disease; Scheuermann kyphosis	M4204;M4203;M4201;M4207;M4208;M4205;M4202;M4200;M4206;M4209	M4204;M4203;M4201;M4207;M4208;M4205;M4202;M4200;M4206;M4209
HPO_ICD:1012	HP:0008511	Central posterior corneal opacity		H1710	H171
HPO_ICD:1013	HP:0008513	Bilateral conductive hearing impairment	Bilateral conductive deafness; Bilateral conductive hearing loss	H900	H900
HPO_ICD:1014	HP:0008551	Microtia	Bilateral microtia; Small ears; Hypoplastic pinna; Hypoplastic ears; Hypoplasia of the external ear; Underdeveloped ears; Small pinnae	Q172	Q172
HPO_ICD:1015	HP:0008619	Bilateral sensorineural hearing impairment	Bilateral nerve deafness; Bilateral sensorineural hearing loss; Hearing loss, sensorineural, bilateral; Bilateral sensorineural deafness	H903	H903
HPO_ICD:1016	HP:0008665	Clitoral hypertrophy	Clitoromegaly; Enlarged clitoris; Prominent clitoris; Hypertrophic clitoris; Clitoral enlargement	N9089	N908
HPO_ICD:1017	HP:0008676	Congenital megaureter	Congenital megaloureter	N2882;Q622	N288;Q622
HPO_ICD:1018	HP:0008682	Acute tubular necrosis	Renal tubular necrosis	N170	N170
HPO_ICD:1019	HP:0008716	Urethrovaginal fistula	Urethrovaginal fistulae	N821	N821
HPO_ICD:1020	HP:0008722	Urethral diverticulum		N361	N361
HPO_ICD:1021	HP:0008726	Hypoplasia of the vagina	Hypoplastic vagina; Underdeveloped vagina; Rudimentary vagina	Q524	Q524
HPO_ICD:1022	HP:0008749	Laryngeal hypoplasia	Hypoplastic larynx	Q312	Q312
HPO_ICD:1023	HP:0010564;HP:0008750	Laryngeal atresia; Bifid epiglottis		Q318	Q318
HPO_ICD:1024	HP:0001601;HP:0008755	Laryngomalacia; Laryngotracheomalacia	Softening of voice box tissue	Q320;Q315	Q320;Q315
HPO_ICD:1025	HP:0008756	Bowing of the vocal cords		J383	J383
HPO_ICD:1026	HP:0008768	Inappropriate sexual behavior	Inappropriate sexual behavior	F659	F659
HPO_ICD:1027	HP:0008780	Congenital bilateral hip dislocation		Q651	Q651
HPO_ICD:1028	HP:0008843	Hip osteoarthritis	Osteoarthritis of hip	M169	M169
HPO_ICD:1029	HP:0009110;HP:0008986	Agenesis of the diaphragm; Diaphragmatic eventration	Eventration of the diaphragm; Agenesis of diaphragm; Absent diaphragm	Q791	Q791
HPO_ICD:1030	HP:0040191;HP:0009050	Rectus femoris muscle atrophy; Quadriceps muscle atrophy	Wasting of quad muscles; Atrophy of the rectus femoris muscles	M62559	M6255
HPO_ICD:1031	HP:0009059;HP:0009064;HP:0009125	Congenital generalized lipodystrophy; Lipodystrophy; Generalized lipodystrophy	Lipodystrophy, generalized; Inability to make and keep healthy fat tissue	E881	E881
HPO_ICD:1032	HP:0100614;HP:0009071	Inflammatory myopathy; Myositis	Muscle inflammation	M609	
HPO_ICD:1033	HP:0009118	Aplasia/Hypoplasia of the mandible		M2604	
HPO_ICD:1034	HP:0100524;HP:0009371	Type A1 brachydactyly; Limb duplication	Dimelia; Limb duplication	Q748	Q748
HPO_ICD:1035	HP:0009372;HP:0009776	Type A2 brachydactyly; Adactyly	Aphalangy; Absent fingers or toes; Short index fingers and second toes	Q738	Q738
HPO_ICD:1036	HP:0009600;HP:0100490;HP:0009473	Flexion contracture of thumb; Camptodactyly of finger; Joint contracture of the hand	Contractures of the proximal interphalangeal joints of the fingers; Proximal interphalangeal finger joint contractures; Joint contractures of the thumb; Camptodactyly of proximal interphalangeal joint; Contractures involving the hands; Flexion contractures of proximal interphalangeal joints; Permanent flexion of the finger; Contracture of thumb; Flexion deformities of thumbs; Camptodactyly of hands; Contractures of the hands	M24549;M24541;M24542	M2454
HPO_ICD:1037	HP:0009718	Subependymal giant-cell astrocytoma		D432	D432
HPO_ICD:1038	HP:0010817;HP:0009721;HP:0010815;HP:0030434;HP:0012844	Nevus sebaceous; Pilomatrixoma; Linear nevus sebaceous; Shagreen patch; Trichilemmoma	Sebaceous naevus; Naevus sebaceous; Tricholemmoma; Organoid nevus; Sebaceous nevus; Sebaceous mole	D239	D239
HPO_ICD:1039	HP:0009725	Bladder neoplasm	Bladder cancer; Bladder tumor	D494	
HPO_ICD:1040	HP:0009726	Renal neoplasm	Neoplasia of the kidneys; Renal tumors; Kidney cancer; Renal neoplasia	D49519	
HPO_ICD:1041	HP:0009732;HP:0100008;HP:0030430;HP:0031023;HP:0100698	Neuroma; Plexiform neurofibroma; Schwannoma; Multiple mucosal neuromas; Subcutaneous neurofibromas	Neurilemmoma; Nerve tumor; Schwannomas; Neurinoma; Pinched nerve; Neurolemmoma; Schwann cell tumour; Schwann cell tumor	D3610	D361
HPO_ICD:1042	HP:0100836;HP:0009733	Malignant neoplasm of the central nervous system; Glioma	Malignant neoplasm of the CNS	C729	C729
HPO_ICD:1043	HP:0009741;HP:0012622;HP:0030760;HP:0000096;HP:0001967	Glomerulosclerosis; Chronic kidney disease; Nephrosclerosis; Renal fibrosis; Diffuse mesangial sclerosis	Progressive renal failure; Scarring of kidney arteries; Renal glomerular fibrosis; Kidney fibrosis; Thickening of kidney artiries; Loss of renal function; Renal failure, progressive; Chronic kidney disease; Renal insufficiency, progressive; Progressive renal insufficiency; Diffuse mesangial sclerosis glomerulopathy; Mesangial sclerosis	N189;N261;N269;I129	N189;N26;I129
HPO_ICD:1044	HP:0012513;HP:0012514;HP:0030841;HP:0009763	Limb pain; Toe pain; Lower limb pain; Upper limb pain	Toe pain; Lower limb pain; Upper limb pain; Limb pain; Leg pain; Pain in extremities	M79621;M79622;M79673;M79642;M79672;M79645;M79606;M79646;M79675;M79674;M79661;M79652;M79629;M79676;M79651;M79632;M79603;M79671;M79643;M79604;M79601;M79605;M79609;M79641;M79602;M79644;M79662;M79631;M79669;M79639;M79659	M7966;M7960;M7963;M7965;M7964;M7962;M7967
HPO_ICD:1045	HP:0010610;HP:0009775;HP:0200039	Pustule; Palmar pits; Amniotic constriction ring	Pustula; Pustules; Amniotic constriction band; Skin pustules; Skin pustule; Amniotic bands; Pseudoainhum; Pimple	L988	L988
HPO_ICD:1046	HP:0009780	Iliac horns		M7620	M7620
HPO_ICD:1047	HP:0009789	Perianal abscess		K610	K610
HPO_ICD:1048	HP:0009795;HP:0009796;HP:0100272	Branchial fistula; Branchial sinus; Branchial cyst	Branchial cleft cyst; Branchial cleft fistula; Branchial cysts	Q180	Q180
HPO_ICD:1049	HP:0009797	Cholesteatoma		H7192;H7190;H7193;H7191	
HPO_ICD:1050	HP:0009806	Nephrogenic diabetes insipidus		N251	N251
HPO_ICD:1051	HP:0009819	Lower limb phocomelia		Q7210	Q721
HPO_ICD:1052	HP:0009827;HP:0030728	Amelia; Meromelia		Q730	Q730
HPO_ICD:1053	HP:0009829	Phocomelia		Q731	Q731
HPO_ICD:1054	HP:0009831	Mononeuropathy	Single damaged nerve	G589	G589
HPO_ICD:1055	HP:0009892	Anotia	Congenital absence of external ear; Absent ear; Absent ears	Q160	Q160
HPO_ICD:1056	HP:0009916	Anisocoria	Unequal pupil size; Unequal pupil dilatation; Asymmetric pupil sizes; Asymmetry of the pupils	H5702	H570
HPO_ICD:1057	HP:0009917	Persistent pupillary membrane		Q1389	Q138
HPO_ICD:1058	HP:0009919;HP:0012777	Retinal neoplasm; Retinoblastoma	Retina tumor	D4981;C6920	C692
HPO_ICD:1059	HP:0009920	Nevus of Ota	Nevus fuscoceruleus ophthalmomaxillaris; Congenital melanosis bulbi; Oculodermal melanocytosis; Naevus fuscoceruleus ophthalmomaxillaris	D2230	D223
HPO_ICD:1060	HP:0009921	Duane anomaly	Limited eye movement from Duane anomaly; Globe retraction and deviation on adduction; Limited eye motility from Duane anomaly	H5089;H50811;H50812	H508
HPO_ICD:1061	HP:0009927;HP:0009924	Aplasia/Hypoplasia involving the nose; Aplasia of the nose	Hypoplasia of the nose; Decreased nasal size; Decreased size of nose; Hypotrophic nose; Missing nose; Underdevelopment of nose; Nasal underdevelopment; Failure of development of nose; Absent nose; Arrhinia	Q301	Q301
HPO_ICD:1062	HP:0009926	Epiphora	Increased tears; Watery eyes; Tearing; Increased lacrimation	H04201;H04202;H04203;H04209;H04219	
HPO_ICD:1063	HP:0009932;HP:0030028;HP:0009934	Supernumerary naris; Absent nasal cartilage; Single naris	Supernumerary nostrils; Mono nostril; Extra nostril; Single nostril; Single nare; Absent cartilage of nose; Supernumerary nares; One nostril; Absent nasal cartilage; Missing cartilage of nose; Accessory nares; Failure of development of nasal cartilage; Missing nasal cartilage; Failure of development of cartilage of nose; Accessory nostril; Agenesis of nasal cartilage; Agenesis of cartilage of nose	Q308	Q308
HPO_ICD:1064	HP:0010286	Abnormal salivary gland morphology	Abnormality of the salivary glands; Salivary gland disease	K119	K119
HPO_ICD:1065	HP:0010298	Smooth tongue	Atrophy of tongue surface; Smooth lingual surface; Atrophy of lingual surface; Smooth dorsum of tongue; Smooth surface of tongue; Atrophy of dorsum of tongue; Smooth tongue	K144	K144
HPO_ICD:1066	HP:0010307;HP:0002093;HP:0002791;HP:0005348	Inspiratory stridor; Hypoventilation; Stridor; Respiratory insufficiency	Noisy breathing; Respiratory function loss; Alveolar hypoventilation; progressive respiratory failure; Under breathing; Slow breathing; Respiratory impairment; Respiratory depression	R0689;R061	R061;R068
HPO_ICD:1067	HP:0010314	Premature thelarche	Premature breast development	E308	E308
HPO_ICD:1068	HP:0010316	Ebstein anomaly of the tricuspid valve	Ebstein's malformation; Ebstein's anomaly; Ebstein's anomaly of the tricuspid valve	Q225	Q225
HPO_ICD:1069	HP:0005696;HP:0010442	Postaxial polydactyly type A; Polydactyly	More than five fingers or toes on hands or feet	Q704;Q699	Q704;Q699
HPO_ICD:1070	HP:0010444	Pulmonary insufficiency	Puolmonary valve insufficiency; Pulmonary incompetence	I371	I371
HPO_ICD:1071	HP:0010446	Tricuspid stenosis		I070	I070
HPO_ICD:1072	HP:0010447;HP:0100590	Anal fistula; Rectal fistula	Fistula in ano	K603;K605;K604	K603;K605;K604
HPO_ICD:1073	HP:0010448	Colonic atresia	Atresia of the large intestine; Large intestinal atresia	Q429	Q429
HPO_ICD:1074	HP:0010458	Female pseudohermaphroditism		Q562	Q562
HPO_ICD:1075	HP:0012861;HP:0010459	Ovotestis; True hermaphroditism	Testicular and ovarian tissue present	Q560	Q560
HPO_ICD:1076	HP:0010463	Aplasia of the ovary	Absent ovary; Bilateral absent ovaries; Aplasia of the ovaries	Q5001	Q500
HPO_ICD:1077	HP:0010464	Streak ovary		Q5032	Q503
HPO_ICD:1078	HP:0010470	Supernumerary testes	Polyorchidism; Extra testes	Q5521	Q552
HPO_ICD:1079	HP:0010474	Bladder stones		N210	N210
HPO_ICD:1080	HP:0030754;HP:0100525;HP:0010479;HP:0012618	Urachal cyst; Patent urachus; Urachus fistula; Allantoic cyst	Persistent urachus	Q644	Q644
HPO_ICD:1081	HP:0010481;HP:0010957	Urethral valve; Congenital posterior urethral valve	Posterior urethral valves; Posterior urethral valve	Q642	Q642
